	0X L 	0.25X L 	0.5X L 	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X F	-7	6	-5	-6	-2	1	7	-6	0	0	4	-1	-5	-8	-7	-2	-10
0.25X F	206	-2	2	2	-3	1	-4	-11	7	15	5	-8	-5	6	-6	-3	-3
0.5X F	208	250	-6	-15	-2	-1	8	-5	-8	-6	9	-4	1	5	7	-6	-2
0.75X F	128	203	9	-8	-13	6	3	-27	9	3	-7	1	11	13	4	-1	-15
1X F	167	12	-16	1	-2	-9	-6	-9	2	0	-8	-4	-1	3	-7	0	1
1.25X F	249	45	-2	-17	-7	0	-3	-11	-6	-13	-2	-7	-13	-12	-20	-8	-10
1.5X F	-6	-9	-13	-16	-12	-9	-7	-18	-15	-20	-8	-27	-20	-19	-20	-10	-12
1.75X F	-2	-8	-11	-14	-11	-16	-21	-19	-7	-16	-10	-18	-18	-7	-19	-18	-22
2X F	-17	-8	-18	-22	-15	-16	-16	-22	-12	-15	-14	-18	-16	-20	-17	-14	-28
2.25X F	-1	-6	-15	-15	-23	-9	-17	-21	-14	-7	-9	-24	-15	-15	-5	-14	-16
2.5X F	-24	-20	-15	-19	-16	-13	-11	-8	-19	-13	-20	-14	-10	-20	-19	-10	-13
2.75X F	-12	-13	-6	-22	-28	3	-13	-2	-10	-2	-10	-15	0	-8	-12	-4	-9
3X F	22	7	4	-23	5	-19	-3	-4	-7	-10	-25	-7	0	-7	-9	-7	-5
3.25X F	5	-5	-4	-13	1	-8	1	-8	-16	13	-5	1	-20	-7	1	-8	5
3.5X F	8	2	-3	-4	2	-2	3	-11	12	-3	-3	0	-6	-1	-6	-4	0
3.75X F	10	-1	-15	-6	-4	-13	-6	-11	2	-4	-9	9	-11	-11	-5	-5	-19
4X F	-2	-14	4	-8	2	-3	4	-3	-7	-8	5	-8	-2	-9	-1	-13	-2
