	0X L	0.25X L	0.5X L	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X Y 	-6	-9	7	-13	-2	-11	-13	-25	-18	-19	-21	-25	-10	-16	-18	-23	-8
0.25X Y 	-19	-1	-17	-16	-8	-19	-16	-14	-12	-11	-24	-16	-23	-6	-9	-8	-7
0.5X Y 	-8	-6	-6	-15	-4	-32	-7	-15	-16	-14	-16	-4	-17	-19	2	-15	0
0.75X Y	-13	-17	-20	-23	-16	-17	-21	-11	-7	-12	-21	-19	-7	-15	-23	-11	-12
1X Y	-5	-8	-22	-7	-13	-13	-9	-5	-9	-16	-20	-18	-4	-20	-4	-24	-10
1.25X Y	-13	-12	-12	-10	-10	-15	-7	-6	-13	-18	-7	7	-9	-1	-6	6	-6
1.5X Y	-5	-11	1	6	-5	3	-6	-6	-2	-25	-2	-8	-10	-13	-18	-10	-6
1.75X Y	-19	-7	-6	-6	-13	-8	-4	-8	-12	-12	-10	-18	-23	-13	-9	-12	-10
2X Y	-12	-12	-11	-15	-10	-6	-21	-7	3	3	-8	-1	-5	-5	-14	-17	-17
2.25X Y	-2	-10	-7	-19	4	-10	2	-7	-14	-11	-9	-12	-15	-2	3	-14	-8
2.5X Y	-5	-1	-17	3	-13	-20	-7	-2	-7	-5	3	5	-4	-16	-2	-4	-15
2.75X Y	-2	0	-5	-10	-8	-11	-1	3	4	6	3	-1	1	2	2	-7	14
3X Y	2	10	-5	7	2	-4	7	-2	0	6	7	3	17	-10	-2	15	2
3.25X Y	3	-7	-3	-2	1	3	0	-26	4	-7	-3	3	2	-1	-3	-5	7
3.5X Y	-7	-1	-1	-10	8	7	2	2	0	7	4	0	7	-1	17	9	20
3.75X Y	-1	-2	0	7	-6	2	-9	-2	-4	7	-9	14	-2	5	6	-6	8
4X Y	2	8	0	8	0	1	4	4	13	-8	7	12	6	-9	2	-8	15
